ID_Registro,ID_Lote,ID_Local,Categoria,Producto,Stock_Unidades,Costo_Unitario_USD,Precio_Venta_USD,Fecha_Ingreso,Fecha_Vencimiento,RSL_Dias_Remanentes,Rotacion_Diaria_Promedio,Dias_Para_Agotar_Stock,Condicion_Almacenamiento,Tiempo_Transito_Horas,Costo_Transporte_Unit_USD,Alerta_Sistema_Predictivo,Accion_Control_Interno,Estado_Merma,Unidades_Mermadas,Valor_Merma_USD
REG-003473,LOT-2025-8659,POS-024,Farmacia/Medicamentos,Paracetamol 500mg Tab,159,0.15,0.45,2025-02-15,2026-09-16,-2,14.49,11.0,Optima,6.0,0.379,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,159,23.85
REG-003474,LOT-2025-2133,POS-006,Consumo Masivo,Galletas Integrales 200g,80,0.48,1.1,2026-04-24,2026-12-06,79,7.11,11.2,Optima,1.8,0.128,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003475,LOT-2025-5362,POS-001,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,131,0.26,0.8,2025-08-13,2026-12-28,101,5.8,22.5,Optima,2.5,0.167,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003476,LOT-2025-6786,POS-008,Consumo Masivo,Snack Papas Fritas 150g,228,0.42,0.84,2026-06-06,2026-09-20,2,9.86,23.1,Optima,4.2,0.269,Riesgo Inminente: Descuento / Remate,Sin Acción,Merma Parcial,179,75.18
REG-003477,LOT-2025-8954,POS-005,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,174,0.24,0.8,2026-06-13,2027-11-18,426,3.03,57.2,Desviación Menor,6.2,0.394,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003478,LOT-2025-3143,POS-002,Consumo Masivo,Bebida Energizante 500ml,9,0.67,1.48,2025-09-10,2026-11-05,48,8.9,1.0,Optima,2.1,0.144,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003479,LOT-2025-6266,POS-004,Farmacia/Medicamentos,Paracetamol 500mg Tab,273,0.15,0.45,2025-09-07,2026-09-10,-8,12.79,21.3,Optima,0.9,0.077,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,273,40.95
REG-003480,LOT-2025-7482,POS-016,Agroquímicos,Mancozeb 80% WP 1Kg,96,2.83,6.22,2025-10-16,2027-07-19,304,7.33,13.1,Optima,5.2,0.332,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003481,LOT-2025-5389,POS-012,Consumo Masivo,Galletas Integrales 200g,17,0.52,1.09,2026-01-07,2026-10-01,13,13.62,1.2,Optima,0.2,0.035,Riesgo Inminente: Descuento / Remate,Promoción Aplicada,Sin Merma,0,0.0
REG-003482,LOT-2025-2908,POS-016,Farmacia/Medicamentos,Amoxicilina 500mg Cap,177,0.81,2.19,2026-06-07,2027-05-21,245,7.27,24.3,Optima,5.1,0.328,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003483,LOT-2025-7140,POS-023,Farmacia/Medicamentos,Paracetamol 500mg Tab,32,0.15,0.45,2026-03-24,2027-11-03,411,12.56,2.5,Optima,0.3,0.038,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003484,LOT-2025-2260,POS-021,Consumo Masivo,Galletas Integrales 200g,77,0.51,1.1,2025-09-29,2026-11-28,71,1.12,68.1,Optima,4.9,0.314,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003485,LOT-2025-4307,POS-002,Farmacia/Medicamentos,Amoxicilina 500mg Cap,299,0.83,2.24,2025-07-18,2026-11-17,60,1.36,218.2,Optima,2.4,0.164,Alerta Temprana: Redistribución Sugerida,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-003486,LOT-2025-9054,POS-017,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,116,0.25,0.81,2025-03-23,2026-10-12,24,0.19,580.0,Optima,1.2,0.091,Alerta Temprana: Redistribución Sugerida,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-003487,LOT-2025-4791,POS-021,Agroquímicos,Glifosato 480 SL 1L,32,3.49,8.6,2025-03-19,2028-01-11,480,4.55,7.0,Optima,1.4,0.106,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003488,LOT-2025-2415,POS-014,Farmacia/Medicamentos,Paracetamol 500mg Tab,282,0.16,0.44,2026-05-30,2028-03-30,559,6.11,46.1,Optima,3.9,0.254,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003489,LOT-2025-7490,POS-019,Farmacia/Medicamentos,Paracetamol 500mg Tab,41,0.14,0.44,2026-01-21,2026-12-14,87,11.56,3.5,Desviación Menor,4.5,0.292,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003490,LOT-2025-8724,POS-017,Consumo Masivo,Bebida Energizante 500ml,230,0.68,1.52,2025-07-28,2026-12-03,76,8.0,28.7,Desviación Menor,4.8,0.308,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003491,LOT-2025-5570,POS-001,Farmacia/Medicamentos,Vitamina C 1000mg Comp,74,0.36,1.11,2025-08-15,2026-10-23,35,9.58,7.7,Optima,1.9,0.137,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003492,LOT-2025-6934,POS-001,Agroquímicos,Mancozeb 80% WP 1Kg,271,2.69,6.31,2026-05-16,2028-02-10,510,3.94,68.6,Optima,2.8,0.186,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003493,LOT-2025-7917,POS-002,Consumo Masivo,Leche Entera Larga Vida 1L,106,0.67,0.96,2025-07-19,2026-09-28,10,13.18,8.0,Optima,3.1,0.207,Riesgo Inminente: Descuento / Remate,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-003494,LOT-2025-2995,POS-023,Farmacia/Medicamentos,Omeprazol 20mg Cap,156,0.52,1.48,2025-01-21,2026-10-13,25,9.29,16.8,Optima,1.3,0.1,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003495,LOT-2025-1040,POS-006,Farmacia/Medicamentos,Amoxicilina 500mg Cap,17,0.81,2.23,2025-05-08,2027-01-12,116,4.83,3.5,Desviación Crítica,0.3,0.037,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003496,LOT-2025-4211,POS-023,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,136,0.26,0.81,2026-01-23,2027-05-18,242,7.51,18.1,Optima,3.8,0.245,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003497,LOT-2025-4390,POS-015,Farmacia/Medicamentos,Paracetamol 500mg Tab,170,0.14,0.44,2026-01-08,2027-12-06,444,7.8,21.8,Desviación Menor,4.8,0.309,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003498,LOT-2025-8573,POS-014,Farmacia/Medicamentos,Amoxicilina 500mg Cap,80,0.81,2.19,2026-02-07,2026-09-22,4,3.13,25.5,Optima,1.2,0.091,Riesgo Inminente: Descuento / Remate,Sin Acción,Merma Parcial,42,34.02
REG-003499,LOT-2025-2381,POS-011,Consumo Masivo,Leche Entera Larga Vida 1L,156,0.66,0.96,2026-04-21,2026-09-24,6,4.87,32.0,Optima,3.5,0.228,Riesgo Inminente: Descuento / Remate,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-003500,LOT-2025-4936,POS-024,Farmacia/Medicamentos,Paracetamol 500mg Tab,170,0.15,0.44,2026-08-23,2027-03-27,190,4.48,37.9,Optima,4.0,0.259,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003501,LOT-2025-9906,POS-012,Farmacia/Medicamentos,Paracetamol 500mg Tab,31,0.15,0.45,2025-11-06,2027-10-20,397,8.17,3.8,Optima,6.1,0.386,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003502,LOT-2025-5470,POS-013,Farmacia/Medicamentos,Amoxicilina 500mg Cap,281,0.82,2.22,2025-09-21,2026-10-29,41,5.1,55.0,Optima,0.9,0.077,Alerta Temprana: Redistribución Sugerida,Promoción Aplicada,Sin Merma,0,0.0
REG-003503,LOT-2025-7132,POS-001,Consumo Masivo,Leche Entera Larga Vida 1L,100,0.64,0.96,2025-11-09,2026-09-27,9,0.64,153.8,Optima,6.0,0.38,Riesgo Inminente: Descuento / Remate,Promoción Aplicada,Sin Merma,0,0.0
REG-003504,LOT-2025-8116,POS-022,Farmacia/Medicamentos,Omeprazol 20mg Cap,266,0.51,1.52,2025-01-02,2026-12-02,75,7.8,34.1,Optima,5.6,0.358,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003505,LOT-2025-1057,POS-001,Agroquímicos,Glifosato 480 SL 1L,94,3.58,8.55,2025-04-20,2026-09-05,-13,2.11,44.3,Optima,6.2,0.389,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,94,336.52
REG-003506,LOT-2025-2394,POS-010,Consumo Masivo,Galletas Integrales 200g,50,0.49,1.09,2026-04-18,2026-09-26,8,9.04,5.5,Optima,4.7,0.302,Riesgo Inminente: Descuento / Remate,Sin Acción,Sin Merma,0,0.0
REG-003507,LOT-2025-3323,POS-016,Farmacia/Medicamentos,Amoxicilina 500mg Cap,49,0.83,2.24,2026-05-19,2027-04-29,223,13.08,3.7,Desviación Menor,4.1,0.266,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003508,LOT-2025-5151,POS-016,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,233,0.24,0.79,2026-01-01,2026-11-21,64,8.87,26.2,Desviación Menor,3.3,0.218,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003509,LOT-2025-1226,POS-024,Consumo Masivo,Bebida Energizante 500ml,279,0.71,1.47,2025-11-07,2026-11-30,73,9.21,30.3,Optima,3.6,0.234,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003510,LOT-2025-8624,POS-020,Consumo Masivo,Snack Papas Fritas 150g,187,0.4,0.87,2025-08-18,2026-11-08,51,4.14,45.1,Desviación Menor,4.3,0.281,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003511,LOT-2025-8442,POS-025,Farmacia/Medicamentos,Amoxicilina 500mg Cap,54,0.81,2.18,2025-08-31,2026-11-27,70,13.79,3.9,Optima,3.0,0.203,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003512,LOT-2025-9439,POS-024,Consumo Masivo,Snack Papas Fritas 150g,109,0.39,0.86,2025-10-16,2026-11-24,67,9.11,12.0,Optima,1.2,0.092,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003513,LOT-2025-6575,POS-001,Farmacia/Medicamentos,Paracetamol 500mg Tab,133,0.15,0.45,2026-08-29,2027-02-24,159,12.35,10.8,Optima,1.9,0.137,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003514,LOT-2025-7157,POS-019,Consumo Masivo,Snack Papas Fritas 150g,198,0.39,0.83,2025-07-15,2026-11-14,57,14.77,13.4,Optima,3.1,0.209,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003515,LOT-2025-2215,POS-014,Farmacia/Medicamentos,Vitamina C 1000mg Comp,161,0.35,1.1,2025-12-26,2027-04-28,222,3.58,44.8,Optima,4.1,0.266,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003516,LOT-2025-5338,POS-022,Consumo Masivo,Bebida Energizante 500ml,61,0.68,1.48,2025-12-31,2026-11-19,62,12.33,4.9,Optima,5.4,0.343,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003517,LOT-2025-4764,POS-003,Farmacia/Medicamentos,Omeprazol 20mg Cap,108,0.5,1.53,2026-05-28,2027-08-14,330,5.46,19.7,Optima,4.6,0.295,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003518,LOT-2025-1050,POS-004,Consumo Masivo,Bebida Energizante 500ml,18,0.73,1.5,2026-02-02,2026-09-06,-12,14.61,1.2,Optima,2.8,0.19,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,18,13.14
REG-003519,LOT-2025-5501,POS-017,Farmacia/Medicamentos,Vitamina C 1000mg Comp,126,0.34,1.09,2025-10-27,2026-09-17,-1,4.68,26.9,Optima,0.6,0.053,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,126,42.84
REG-003520,LOT-2025-3386,POS-008,Consumo Masivo,Leche Entera Larga Vida 1L,292,0.67,0.97,2025-06-11,2027-01-06,110,1.59,182.5,Optima,3.0,0.203,Alerta Temprana: Redistribución Sugerida,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-003521,LOT-2025-7619,POS-017,Farmacia/Medicamentos,Omeprazol 20mg Cap,138,0.49,1.48,2026-03-06,2026-09-10,-8,10.71,12.9,Desviación Menor,4.5,0.289,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,138,67.62
REG-003522,LOT-2025-4212,POS-025,Consumo Masivo,Leche Entera Larga Vida 1L,165,0.63,0.94,2026-04-20,2026-12-26,99,11.68,14.1,Optima,3.0,0.201,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003523,LOT-2025-1677,POS-015,Agroquímicos,Fertilizante Foliar 1L,293,2.12,5.03,2025-08-12,2028-02-02,502,12.72,23.0,Optima,0.5,0.05,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003524,LOT-2025-6074,POS-021,Farmacia/Medicamentos,Paracetamol 500mg Tab,284,0.16,0.45,2026-06-05,2028-04-24,584,13.16,21.6,Optima,3.4,0.224,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003525,LOT-2025-5826,POS-018,Consumo Masivo,Leche Entera Larga Vida 1L,283,0.63,0.94,2025-11-11,2026-09-19,1,6.14,46.0,Optima,4.6,0.298,Riesgo Inminente: Descuento / Remate,Promoción Aplicada,Sin Merma,0,0.0
REG-003526,LOT-2025-7172,POS-002,Farmacia/Medicamentos,Amoxicilina 500mg Cap,210,0.78,2.16,2026-04-15,2026-11-18,61,2.76,75.8,Optima,2.5,0.171,Alerta Temprana: Redistribución Sugerida,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-003527,LOT-2025-9979,POS-025,Consumo Masivo,Snack Papas Fritas 150g,20,0.41,0.86,2025-12-11,2026-12-26,99,2.74,7.3,Optima,5.8,0.368,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003528,LOT-2025-7859,POS-020,Agroquímicos,Fertilizante Foliar 1L,270,2.2,5.01,2025-11-29,2028-01-24,493,12.6,21.4,Optima,1.0,0.082,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003529,LOT-2025-9928,POS-025,Farmacia/Medicamentos,Paracetamol 500mg Tab,171,0.15,0.45,2025-10-21,2026-10-08,20,1.37,123.9,Optima,0.6,0.056,Alerta Temprana: Redistribución Sugerida,Promoción Aplicada,Sin Merma,0,0.0
REG-003530,LOT-2025-1058,POS-002,Farmacia/Medicamentos,Vitamina C 1000mg Comp,226,0.33,1.11,2025-09-21,2026-11-15,58,1.18,189.9,Optima,5.2,0.332,Alerta Temprana: Redistribución Sugerida,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-003531,LOT-2025-3421,POS-024,Farmacia/Medicamentos,Omeprazol 20mg Cap,153,0.48,1.53,2026-05-08,2027-06-25,280,8.77,17.4,Desviación Menor,4.2,0.271,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003532,LOT-2025-9359,POS-018,Consumo Masivo,Snack Papas Fritas 150g,200,0.39,0.87,2025-07-31,2026-09-23,5,14.66,13.6,Optima,6.0,0.38,Riesgo Inminente: Descuento / Remate,Sin Acción,Merma Parcial,161,62.79
REG-003533,LOT-2025-9651,POS-002,Agroquímicos,Fertilizante Foliar 1L,83,2.17,5.0,2026-07-12,2029-03-12,906,8.39,9.9,Optima,5.5,0.35,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003534,LOT-2025-1471,POS-003,Farmacia/Medicamentos,Vitamina C 1000mg Comp,148,0.35,1.1,2026-08-01,2028-06-04,625,13.92,10.6,Optima,2.0,0.141,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003535,LOT-2025-9697,POS-001,Consumo Masivo,Leche Entera Larga Vida 1L,228,0.66,0.95,2026-07-01,2026-09-22,4,4.88,46.6,Optima,1.3,0.1,Riesgo Inminente: Descuento / Remate,Sin Acción,Merma Parcial,163,107.58
REG-003536,LOT-2025-2192,POS-004,Consumo Masivo,Leche Entera Larga Vida 1L,143,0.63,0.96,2026-08-31,2026-10-21,33,3.3,43.2,Optima,3.5,0.231,Alerta Temprana: Redistribución Sugerida,Promoción Aplicada,Sin Merma,0,0.0
REG-003537,LOT-2025-3037,POS-010,Farmacia/Medicamentos,Amoxicilina 500mg Cap,85,0.79,2.21,2025-09-18,2026-10-25,37,7.8,10.9,Optima,2.4,0.163,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003538,LOT-2025-6478,POS-007,Agroquímicos,Fertilizante Foliar 1L,74,2.15,5.07,2025-08-31,2028-04-28,588,1.16,63.2,Optima,1.0,0.08,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003539,LOT-2025-3296,POS-001,Agroquímicos,Insecticida Cyper 200 EC 1L,20,4.34,11.1,2026-06-08,2028-03-08,537,12.04,1.7,Optima,6.1,0.388,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003540,LOT-2025-7121,POS-011,Agroquímicos,Fertilizante Foliar 1L,157,2.2,5.09,2025-01-01,2026-09-21,3,7.74,20.3,Desviación Crítica,1.7,0.122,Riesgo Inminente: Descuento / Remate,Promoción Aplicada,Sin Merma,0,0.0
REG-003541,LOT-2025-4011,POS-004,Consumo Masivo,Leche Entera Larga Vida 1L,19,0.67,0.96,2025-04-14,2026-11-04,47,2.19,8.6,Optima,4.8,0.311,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003542,LOT-2025-7668,POS-023,Farmacia/Medicamentos,Paracetamol 500mg Tab,267,0.16,0.45,2025-05-10,2026-12-16,89,10.23,26.1,Optima,5.0,0.319,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003543,LOT-2025-2819,POS-025,Farmacia/Medicamentos,Paracetamol 500mg Tab,174,0.16,0.46,2025-10-07,2027-01-05,109,2.15,80.6,Optima,2.5,0.171,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003544,LOT-2025-7254,POS-004,Farmacia/Medicamentos,Omeprazol 20mg Cap,133,0.48,1.5,2025-01-21,2026-12-20,93,1.01,130.4,Optima,3.6,0.239,Alerta Temprana: Redistribución Sugerida,Promoción Aplicada,Sin Merma,0,0.0
REG-003545,LOT-2025-1603,POS-007,Farmacia/Medicamentos,Vitamina C 1000mg Comp,289,0.34,1.09,2025-04-11,2027-02-19,154,2.12,135.7,Optima,3.7,0.24,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003546,LOT-2025-7246,POS-012,Agroquímicos,Insecticida Cyper 200 EC 1L,182,4.0,10.82,2026-04-27,2027-05-20,244,1.75,103.4,Desviación Menor,2.6,0.176,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003547,LOT-2025-3895,POS-024,Farmacia/Medicamentos,Omeprazol 20mg Cap,55,0.48,1.53,2025-01-10,2026-10-15,27,14.34,3.8,Optima,6.1,0.386,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003548,LOT-2025-5585,POS-003,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,189,0.24,0.79,2026-03-01,2027-05-23,247,4.12,45.8,Optima,5.8,0.367,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003549,LOT-2025-1013,POS-023,Farmacia/Medicamentos,Amoxicilina 500mg Cap,16,0.8,2.23,2025-11-01,2027-01-11,115,11.18,1.4,Optima,6.2,0.392,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003550,LOT-2025-2907,POS-024,Farmacia/Medicamentos,Omeprazol 20mg Cap,156,0.51,1.49,2025-06-24,2026-12-21,94,2.68,58.0,Optima,3.4,0.223,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003551,LOT-2025-5144,POS-010,Agroquímicos,Glifosato 480 SL 1L,174,3.35,8.43,2026-04-06,2027-10-13,390,11.09,15.7,Optima,1.4,0.106,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003552,LOT-2025-8502,POS-025,Farmacia/Medicamentos,Omeprazol 20mg Cap,254,0.52,1.5,2025-09-19,2026-12-12,85,0.15,1587.5,Desviación Menor,3.8,0.246,Alerta Temprana: Redistribución Sugerida,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-003553,LOT-2025-9172,POS-001,Farmacia/Medicamentos,Omeprazol 20mg Cap,137,0.52,1.5,2026-04-29,2027-02-06,141,11.27,12.1,Optima,5.4,0.344,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003554,LOT-2025-9184,POS-020,Consumo Masivo,Snack Papas Fritas 150g,137,0.4,0.86,2025-01-14,2026-10-21,33,11.58,11.8,Optima,4.8,0.305,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003555,LOT-2025-4557,POS-023,Farmacia/Medicamentos,Amoxicilina 500mg Cap,279,0.83,2.23,2025-01-03,2026-11-22,65,5.68,49.0,Desviación Menor,3.7,0.243,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003556,LOT-2025-3110,POS-024,Farmacia/Medicamentos,Vitamina C 1000mg Comp,74,0.36,1.1,2025-06-03,2026-09-24,6,3.62,20.4,Optima,3.7,0.242,Riesgo Inminente: Descuento / Remate,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-003557,LOT-2025-8596,POS-005,Agroquímicos,Insecticida Cyper 200 EC 1L,173,4.41,11.07,2026-08-03,2028-08-31,713,8.72,19.8,Optima,3.2,0.213,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003558,LOT-2025-8866,POS-008,Consumo Masivo,Galletas Integrales 200g,254,0.52,1.08,2025-01-17,2026-10-23,35,9.88,25.7,Optima,3.1,0.207,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003559,LOT-2025-1680,POS-025,Farmacia/Medicamentos,Paracetamol 500mg Tab,169,0.15,0.45,2026-04-28,2027-05-03,227,2.56,65.8,Desviación Menor,3.2,0.213,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003560,LOT-2025-6457,POS-002,Consumo Masivo,Leche Entera Larga Vida 1L,58,0.66,0.96,2026-02-25,2026-10-12,24,6.62,8.7,Optima,1.6,0.118,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003561,LOT-2025-2895,POS-025,Farmacia/Medicamentos,Vitamina C 1000mg Comp,178,0.36,1.12,2025-07-10,2026-11-29,72,9.8,18.1,Optima,3.1,0.209,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003562,LOT-2025-1173,POS-014,Agroquímicos,Fertilizante Foliar 1L,267,2.1,4.98,2026-08-25,2027-04-28,222,7.96,33.5,Optima,0.6,0.053,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003563,LOT-2025-4091,POS-009,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,94,0.24,0.8,2025-08-03,2026-11-23,66,1.67,56.0,Optima,2.6,0.174,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003564,LOT-2025-9743,POS-017,Consumo Masivo,Galletas Integrales 200g,296,0.49,1.09,2025-12-17,2026-09-12,-6,11.09,26.7,Optima,2.0,0.143,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,296,145.04
REG-003565,LOT-2025-6358,POS-005,Consumo Masivo,Leche Entera Larga Vida 1L,103,0.67,0.95,2025-03-09,2026-10-28,40,10.85,9.5,Optima,1.9,0.133,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003566,LOT-2025-2565,POS-018,Agroquímicos,Fertilizante Foliar 1L,148,2.16,5.0,2026-06-01,2028-11-29,803,3.24,45.5,Optima,5.1,0.326,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003567,LOT-2025-2660,POS-012,Farmacia/Medicamentos,Paracetamol 500mg Tab,129,0.15,0.45,2026-04-21,2027-02-12,147,4.79,26.9,Optima,1.9,0.134,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003568,LOT-2025-9902,POS-010,Farmacia/Medicamentos,Paracetamol 500mg Tab,176,0.15,0.45,2026-01-12,2027-04-06,200,11.77,14.9,Optima,4.4,0.286,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003569,LOT-2025-7124,POS-024,Agroquímicos,Glifosato 480 SL 1L,189,3.34,8.45,2025-12-08,2027-05-16,240,8.37,22.6,Optima,3.2,0.215,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003570,LOT-2025-6093,POS-018,Farmacia/Medicamentos,Vitamina C 1000mg Comp,158,0.36,1.12,2025-12-03,2027-09-03,350,10.74,14.7,Optima,0.8,0.067,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003571,LOT-2025-8696,POS-012,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,259,0.24,0.8,2026-02-27,2027-11-02,410,5.06,51.1,Optima,1.8,0.128,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003572,LOT-2025-8915,POS-025,Consumo Masivo,Bebida Energizante 500ml,151,0.71,1.49,2025-01-17,2026-12-10,83,0.82,181.9,Optima,3.2,0.213,Alerta Temprana: Redistribución Sugerida,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-003573,LOT-2025-3375,POS-010,Farmacia/Medicamentos,Paracetamol 500mg Tab,277,0.15,0.45,2025-08-23,2026-10-10,22,7.29,37.9,Optima,4.6,0.295,Alerta Temprana: Redistribución Sugerida,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-003574,LOT-2025-2841,POS-024,Consumo Masivo,Snack Papas Fritas 150g,166,0.4,0.85,2025-02-15,2026-10-21,33,11.84,14.0,Optima,0.9,0.074,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-003575,LOT-2025-9451,POS-023,Consumo Masivo,Galletas Integrales 200g,108,0.48,1.12,2026-02-14,2026-09-17,-1,14.26,7.6,Desviación Crítica,4.8,0.308,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,108,51.84
